"","idnum","mothid3","cm3fint","m3a4","m3a4b","m3a8c","m3a9","cm3age","cm3b_age","m3a4a","m3a4a1","m3a4a2","m3b4a","m3b4c","m3b4d","m3b4e","m3b4f","m3b4b","m3b4m","m3b4g","m3b4h","m3b4i","m3b4k","m3b4l","m3b5","m3b5a","m3b7","m3b7a","m3c1","m3c1a","m3c2a","m3c2b1","m3c2b2","m3c2c","m3c2d","m3c3a","m3c3f","m3c3g","m3c3h","m3c3j","m3c3b","m3c3m","m3c4","m3c3c","m3c3d","m3c3e","m3c3i","m3c3k","m3c3l"
"2225","2225","22250",0,5,-6,2,6,21,34,-6,-6,-6,7,7,7,7,5,7,7,5,7,7,1,5,1,4,1,40,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2226","2226","22260",1,4,-6,2,2,21,36,-6,-6,-6,2,7,7,7,2,7,7,2,5,7,1,1,2,-6,1,10,2,2,1,-6,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2227","2227","22270",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2228","2228","22280",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2229","2229","22290",1,4,-6,2,1,30,33,-6,-6,-6,2,7,7,3,7,7,7,7,3,7,2,0,2,-6,2,-6,2,2,15,-6,-6,1,25,0,2,2,5,2,5,2,2,7,2,0,5,2,0
"2230","2230","22300",0,3,-6,2,1,27,35,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,1,0,2,-6,1,32,2,2,7,-6,-6,2,-6,0,2,2,2,2,2,2,2,2,2,2,2,2,2
"2231","2231","22310",0,4,-6,2,3,22,41,-6,-6,-6,0,7,7,0,7,7,7,0,7,7,1,0,1,4,2,-6,2,2,0,8,2002,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2232","2232","22320",1,1,-6,1,-6,32,35,-6,1,1,7,7,7,7,7,7,7,7,7,7,0,7,2,-6,1,40,1,-6,-6,-6,-6,-6,-6,7,7,7,5,0,7,3,2,7,7,7,7,0,3
"2233","2233","22330",1,1,-6,1,-6,30,35,-6,1,1,4,7,3,1,1,7,7,4,4,7,1,7,1,1,1,4,1,-6,-6,-6,-6,-6,-6,1,0,0,5,1,7,7,1,4,3,0,7,1,7
"2234","2234","22340",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2235","2235","22350",0,2,7,1,-6,27,37,1,1,2,3,7,7,3,6,7,7,0,6,7,4,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,2,0,0,3,5,7,3,2,7,2,3,7,4,7
"2236","2236","22360",1,5,-6,2,2,28,35,-6,-6,-6,2,7,7,7,2,7,7,2,7,7,1,0,2,-6,2,-6,2,2,4,-6,-6,1,20,0,0,0,0,0,0,0,2,1,0,0,0,0,0
"2237","2237","22370",0,4,-6,2,2,34,37,-6,-6,-6,3,7,7,0,3,7,7,0,7,7,2,0,2,-6,1,-2,2,2,0,3,2001,1,30,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2238","2238","22380",0,2,2,1,-6,21,33,1,1,2,7,7,7,7,7,7,7,7,3,7,2,0,2,-6,1,40,1,-6,-6,-6,-6,-6,-6,2,1,1,1,2,7,2,2,7,2,2,7,1,0
"2239","2239","22390",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2240","2240","22400",1,5,-6,2,2,25,36,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,0,0,2,-6,2,-6,2,2,0,4,2002,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2241","2241","22410",1,1,-6,1,-6,29,33,-6,1,1,7,7,7,2,4,7,7,0,7,7,2,0,1,4,1,30,1,-6,-6,-6,-6,-6,-6,4,7,7,7,1,7,7,2,7,7,7,7,3,0
"2242","2242","22420",1,4,-6,2,3,34,33,-6,-6,-6,2,7,2,4,1,7,7,1,7,4,1,0,2,-6,2,-6,2,2,0,8,2002,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2243","2243","22430",1,2,0,2,3,38,33,1,2,2,7,7,2,2,7,7,7,4,4,7,1,7,2,-6,1,16,1,-6,-6,-6,-6,-6,-6,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"2244","2244","22440",0,5,-6,2,3,23,33,-6,-6,-6,5,7,7,7,7,7,7,7,7,7,1,7,2,-6,1,30,2,2,0,2,2003,1,10,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2245","2245","22450",1,2,7,1,-6,26,33,1,1,2,5,7,7,2,3,7,7,5,7,5,0,1,1,2,1,40,1,-6,-6,-6,-6,-6,-6,3,4,2,3,1,7,2,1,7,4,2,7,0,1
"2246","2246","22460",1,4,-6,2,2,31,34,-6,-6,-6,6,7,7,7,6,7,7,6,6,7,2,7,2,-6,1,50,2,2,28,-6,-6,2,-6,0,1,1,0,2,4,0,2,4,0,0,3,0,2
"2247","2247","22470",0,5,-6,-6,-6,40,35,-6,-6,-6,7,2,0,7,7,2,7,7,7,7,7,7,2,-6,1,99,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2248","2248","22480",1,1,-6,1,-6,28,33,-6,1,1,7,7,7,7,7,7,7,7,3,7,1,0,1,4,1,8,1,-6,-6,-6,-6,-6,-6,5,3,7,1,0,7,0,1,7,3,7,7,1,0
"2249","2249","22490",0,5,-6,2,6,31,38,-6,-6,-6,7,7,7,7,7,7,7,7,4,7,4,7,2,-6,1,40,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2250","2250","22500",1,4,-6,2,1,21,33,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,3,7,2,-6,1,20,2,2,14,-6,-6,1,20,1,2,2,2,1,2,2,2,2,2,2,2,1,2
"2251","2251","22510",1,4,-6,2,2,22,44,-6,-6,-6,7,6,5,2,2,7,7,3,5,5,4,7,1,2,2,-6,2,2,3,-6,-6,1,30,0,1,0,0,1,3,2,2,1,0,0,1,2,2
"2252","2252","22520",1,3,-6,2,5,26,40,-6,-6,-6,7,7,3,3,7,7,7,7,2,7,1,3,1,4,1,45,2,2,0,7,2002,1,10,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2253","2253","22530",0,5,-6,2,6,25,34,-6,-6,-6,2,7,2,7,3,7,7,1,7,7,1,7,1,3,2,-6,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2254","2254","22540",0,2,7,1,-6,23,37,1,1,2,4,7,4,3,7,7,7,7,4,7,2,4,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,3,2,2,2,7,7,2,2,7,3,2,7,2,2
"2255","2255","22550",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2256","2256","22560",0,5,-6,2,5,22,37,-6,-6,-6,7,7,5,5,7,7,7,5,3,5,2,7,1,3,1,35,2,2,0,8,2001,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2257","2257","22570",1,2,7,1,-6,21,35,1,1,2,7,7,7,7,7,7,2,7,7,7,1,0,1,4,1,10,1,-6,-6,-6,-6,-6,-6,5,7,7,7,5,7,7,1,7,7,7,7,1,0
"2258","2258","22580",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2259","2259","22590",1,1,-6,1,-6,31,33,-6,1,1,7,7,7,7,7,7,4,7,7,7,1,1,1,3,2,-6,1,-6,-6,-6,-6,-6,-6,5,7,7,7,1,7,3,1,7,4,7,7,1,1
"2260","2260","22600",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2261","2261","22610",1,1,-6,1,-6,22,34,-6,1,1,7,7,5,7,7,7,7,7,7,7,1,2,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,3,4,4,3,3,7,0,1,7,4,4,4,1,1
"2262","2262","22620",1,2,7,1,-6,32,37,1,1,2,7,7,7,7,7,7,7,7,5,7,5,0,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,5,5,5,5,7,7,7,1,7,7,5,7,5,0
"2263","2263","22630",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2264","2264","22640",0,5,-6,2,3,24,33,-6,-6,-6,5,7,7,7,7,7,7,0,7,7,2,0,2,-6,1,45,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2265","2265","22650",0,5,-6,2,5,23,42,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,2,2,2,-6,1,24,2,2,0,11,2002,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2266","2266","22660",1,2,7,1,-6,24,34,1,1,2,4,7,7,5,7,7,7,7,6,7,1,0,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,2,3,3,6,1,7,7,2,7,4,7,7,2,0
"2267","2267","22670",0,4,-6,2,2,27,37,-6,-6,-6,4,7,4,4,3,7,7,3,7,7,3,0,1,3,1,40,2,2,2,-6,-6,2,-6,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"2268","2268","22680",1,2,7,1,-6,25,33,1,1,2,7,7,7,6,7,7,7,7,5,7,3,0,2,-6,1,25,1,-6,-6,-6,-6,-6,-6,4,2,7,7,3,7,7,2,7,3,5,0,3,0
"2269","2269","22690",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2270","2270","22700",1,5,-6,2,4,22,37,-6,-6,-6,7,7,1,2,5,7,7,0,3,7,1,0,1,4,2,-6,2,2,1,-6,-6,1,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2271","2271","22710",1,2,7,1,-6,27,34,1,1,2,5,7,7,7,5,7,7,4,7,7,1,7,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,3,1,3,7,1,7,2,2,7,7,4,7,1,2
"2272","2272","22720",1,2,7,1,-6,25,35,1,1,2,4,7,3,3,7,7,7,7,3,3,0,3,1,4,1,40,1,-6,-6,-6,-6,-6,-6,3,7,3,3,4,7,0,2,7,0,3,3,0,2
"2273","2273","22730",1,3,-6,2,5,40,35,-6,-6,-6,7,7,5,5,3,7,7,4,4,2,1,5,2,-6,1,40,2,2,0,11,2002,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2274","2274","22740",1,2,7,1,-6,23,39,1,1,2,6,7,7,-2,7,7,7,2,7,7,2,2,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,4,4,3,6,1,7,2,2,7,4,-2,6,2,2
"2275","2275","22750",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2276","2276","22760",1,1,0,2,2,23,34,-6,4,2,4,7,5,5,4,7,5,4,6,7,1,7,1,2,1,35,2,2,2,-6,-6,1,10,0,1,0,1,1,1,1,2,1,0,1,1,0,1
"2277","2277","22770",1,3,-6,2,2,38,34,-6,-6,-6,7,7,7,7,5,7,7,5,5,7,2,7,2,-6,1,40,2,2,8,-6,-6,1,-2,-2,2,2,2,-2,2,2,2,7,2,2,7,2,2
"2278","2278","22780",1,5,-6,2,5,31,36,-6,-6,-6,7,7,4,5,4,7,7,4,7,7,7,7,2,-6,2,-6,2,2,0,7,2002,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2279","2279","22790",1,2,2,2,1,24,33,1,2,2,4,7,1,4,3,7,7,3,7,3,2,0,1,2,1,4,1,-6,-6,-6,-6,-6,-6,-2,-2,-2,-2,7,7,2,1,7,0,3,4,2,0
"2280","2280","22800",1,3,-6,2,6,20,34,-6,-6,-6,7,7,2,7,1,7,7,0,7,7,2,0,1,4,2,-6,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2281","2281","22810",1,1,-6,1,-6,34,37,-6,1,1,7,7,7,7,7,7,5,4,7,7,3,0,2,-6,1,30,1,-6,-6,-6,-6,-6,-6,7,7,7,7,3,7,2,2,7,7,7,7,3,0
"2282","2282","22820",0,1,-6,1,-6,30,38,-6,1,1,7,7,7,7,7,7,7,7,7,7,1,2,2,-6,1,40,1,-6,-6,-6,-6,-6,-6,7,4,7,2,2,7,4,2,7,2,7,7,1,1
"2283","2283","22830",1,3,-6,2,1,21,33,-6,-6,-6,7,7,7,7,4,7,7,7,4,7,4,7,1,2,1,15,2,2,1,-6,-6,1,150,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2284","2284","22840",1,2,7,1,-6,32,37,1,1,2,3,7,0,4,2,7,7,7,0,7,1,7,1,2,2,-6,1,-6,-6,-6,-6,-6,-6,0,0,0,0,1,7,5,1,7,0,4,7,1,3
"2285","2285","22850",1,2,7,1,-6,24,34,1,1,2,7,7,7,7,7,7,7,7,5,7,0,3,1,3,2,-6,1,-6,-6,-6,-6,-6,-6,0,0,0,3,0,5,7,2,7,4,3,0,0,2
"2286","2286","22860",1,4,-6,2,4,28,38,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2287","2287","22870",1,5,-6,2,1,35,36,-6,-6,-6,7,7,3,7,7,7,7,7,5,7,1,0,2,-6,2,-6,2,2,1,-6,-6,1,30,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2288","2288","22880",1,2,7,1,-6,35,34,1,1,2,7,7,7,7,7,7,7,7,7,7,1,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,4,7,7,4,0,7,4,2,7,7,7,7,1,1
"2289","2289","22890",1,4,-6,2,3,23,34,-6,-6,-6,7,7,7,7,7,7,7,7,5,7,2,0,2,-6,2,-6,2,2,0,6,2001,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2290","2290","22900",1,5,-6,2,2,22,36,-6,-6,-6,7,7,7,0,7,7,7,7,7,7,1,7,1,2,1,30,2,2,14,-6,-6,1,352,-2,-2,-2,-2,-2,-2,-2,2,5,-2,-2,-2,-2,-2
"2291","2291","22910",0,3,-6,2,1,34,43,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,2,0,2,-6,1,25,2,2,30,-6,-6,1,-2,4,5,5,5,2,4,3,2,5,2,5,7,2,0
"2292","2292","22920",1,4,-6,2,1,21,37,-6,-6,-6,7,7,3,3,7,7,7,4,7,7,1,0,1,2,2,-6,2,2,30,-6,-6,1,-2,-2,2,-2,3,1,7,1,1,7,2,-2,7,1,0
"2293","2293","22930",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2294","2294","22940",1,2,7,1,-6,21,34,1,1,2,5,7,7,4,7,7,7,0,7,7,2,0,1,2,2,-6,1,-6,-6,-6,-6,-6,-6,5,5,0,5,5,7,3,1,7,4,3,7,2,0
"2295","2295","22950",1,1,-6,1,-6,28,36,-6,1,1,7,7,7,3,7,7,7,3,7,7,3,2,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,7,3,3,3,4,7,4,2,7,2,7,7,3,2
"2296","2296","22960",1,2,7,1,-6,22,34,1,1,2,7,7,6,7,7,7,7,5,3,7,2,1,1,4,1,40,1,-6,-6,-6,-6,-6,-6,7,2,2,2,3,7,0,2,7,7,7,7,2,1
"2297","2297","22970",1,4,-6,2,2,23,36,-6,-6,-6,3,7,3,0,3,7,7,2,7,3,2,0,1,4,2,-6,2,2,4,-6,-6,1,2,0,0,0,2,2,2,1,2,-2,0,0,-2,2,0
"2298","2298","22980",0,5,-6,2,5,24,35,-6,-6,-6,7,7,7,7,5,7,7,5,7,7,2,0,2,-6,1,30,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2299","2299","22990",0,5,-6,2,6,23,36,-6,-6,-6,5,7,3,3,7,7,6,2,2,6,0,0,1,3,1,1,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2300","2300","23000",1,2,7,1,-6,30,36,1,1,2,7,7,7,7,7,7,7,7,7,7,1,0,2,-6,1,40,1,-6,-6,-6,-6,-6,-6,5,4,7,4,3,7,7,2,7,4,7,7,1,0
"2301","2301","23010",1,1,-6,1,-6,36,36,-6,1,1,7,7,7,2,7,7,7,4,3,7,1,0,1,3,1,40,1,-6,-6,-6,-6,-6,-6,1,1,7,1,2,7,7,1,7,3,3,7,1,0
"2302","2302","23020",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2303","2303","23030",1,2,7,1,-6,39,33,1,1,2,2,7,4,2,2,7,7,3,3,7,1,0,1,2,2,-6,1,-6,-6,-6,-6,-6,-6,3,3,3,3,0,7,7,1,7,3,3,7,1,0
"2304","2304","23040",1,1,-6,1,-6,32,33,-6,1,1,7,7,2,2,7,7,7,7,7,5,1,7,2,-6,1,30,1,-6,-6,-6,-6,-6,-6,3,4,4,1,2,5,1,2,5,0,3,2,1,1
"2305","2305","23050",0,3,-6,2,2,24,34,-6,-6,-6,7,7,7,7,7,7,0,7,7,7,1,0,1,4,1,40,2,2,1,-6,-6,1,999,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2306","2306","23060",1,1,-6,1,-6,22,34,-6,1,1,3,7,5,7,7,7,7,7,7,7,3,7,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,2,3,3,4,3,7,1,1,7,1,2,7,3,4
"2307","2307","23070",1,1,-6,1,-6,38,34,-6,1,1,7,7,5,7,7,7,7,7,7,7,0,7,2,-6,1,45,1,-6,-6,-6,-6,-6,-6,7,7,7,7,1,7,7,2,7,4,7,7,0,7
"2308","2308","23080",1,5,-6,2,6,27,36,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,0,0,2,-6,2,-6,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2309","2309","23090",1,1,-6,1,-6,36,33,-6,1,1,7,7,7,7,7,7,7,7,7,7,0,3,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,3,4,4,4,2,7,7,1,7,3,7,7,0,7
"2310","2310","23100",1,1,-6,1,-6,22,39,-6,1,1,7,7,6,5,7,7,7,7,7,7,0,7,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,3,7,7,5,5,7,7,2,7,4,5,7,2,3
"2311","2311","23110",1,1,-6,1,-6,35,34,-6,1,1,3,4,3,2,3,7,4,2,3,3,-2,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,2,2,2,2,1,7,3,2,7,3,2,7,-2,3
"2312","2312","23120",0,4,-6,2,1,36,35,-6,-6,-6,7,7,7,7,3,7,7,3,7,7,2,0,1,4,1,50,2,2,30,-6,-6,2,-6,3,3,3,3,3,7,0,1,7,1,3,7,1,1
"2313","2313","23130",0,5,-6,2,1,23,35,-6,-6,-6,5,7,7,7,7,7,3,7,7,7,0,7,2,-6,2,-6,2,2,30,-6,-6,1,999,3,3,3,3,3,3,3,2,3,3,3,3,1,3
"2314","2314","23140",0,5,-6,2,4,24,33,-6,-6,-6,4,7,3,3,5,7,7,3,6,7,3,0,2,-6,2,-6,2,2,0,9,2001,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2315","2315","23150",1,2,0,2,4,27,38,2,2,2,3,7,7,5,5,7,7,5,7,7,3,2,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,0,7,7,7,7,7,7,2,7,7,7,7,5,5
"2316","2316","23160",1,1,-6,1,-6,24,41,-6,1,1,4,7,0,4,7,7,7,7,3,7,2,0,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,7,3,0,7,0,2,7,1,3,4,2,0
"2317","2317","23170",1,2,7,1,-6,41,36,1,1,2,0,7,0,0,3,7,7,2,2,0,0,0,2,-6,1,45,1,-6,-6,-6,-6,-6,-6,3,0,0,1,0,7,7,2,7,0,2,3,0,0
"2318","2318","23180",1,1,-6,1,-6,24,35,-6,1,1,1,7,6,2,5,7,7,6,5,6,1,2,1,4,1,35,1,-6,-6,-6,-6,-6,-6,2,1,4,5,1,7,1,1,7,5,6,7,1,0
"2319","2319","23190",1,1,-6,1,-6,34,37,-6,1,1,5,7,7,7,7,7,7,5,7,2,1,0,2,-6,1,15,1,-6,-6,-6,-6,-6,-6,4,7,5,7,1,7,7,2,7,7,5,5,1,0
"2320","2320","23200",1,1,-6,1,-6,22,35,-6,1,1,2,7,7,2,4,7,7,2,4,7,1,0,1,3,1,3,1,-6,-6,-6,-6,-6,-6,0,2,3,3,1,7,7,1,7,7,4,7,1,0
"2321","2321","23210",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2322","2322","23220",1,1,-6,1,-6,26,33,-6,1,1,7,7,0,7,3,7,7,3,5,7,2,3,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,7,3,3,7,2,7,7,2,7,0,4,7,2,7
"2323","2323","23230",1,4,-6,2,1,20,35,-6,-6,-6,4,7,7,7,7,7,7,7,7,7,1,0,2,-6,2,-6,2,2,14,-6,-6,1,28,4,7,7,7,7,7,3,2,7,3,5,7,1,1
"2324","2324","23240",0,5,-6,2,4,27,34,-6,-6,-6,7,7,0,0,7,7,7,0,0,7,1,0,1,1,1,35,2,2,2,-6,-6,2,-6,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"2325","2325","23250",1,1,-6,1,-6,41,34,-6,1,1,7,7,7,7,7,7,7,6,6,6,1,0,2,-6,1,40,1,-6,-6,-6,-6,-6,-6,6,7,4,6,1,7,7,2,7,7,4,6,1,0
"2326","2326","23260",0,5,-6,2,6,28,36,-6,-6,-6,7,7,7,3,3,7,0,7,7,4,1,0,1,4,2,-6,2,2,0,5,1999,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2327","2327","23270",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2328","2328","23280",1,2,7,1,-6,24,36,1,1,2,7,7,7,0,7,7,7,0,7,7,0,0,1,2,1,40,1,-6,-6,-6,-6,-6,-6,7,1,0,7,3,7,7,1,7,0,0,1,0,0
"2329","2329","23290",0,3,-6,2,5,21,37,-6,-6,-6,1,7,4,3,3,7,7,3,4,7,5,1,2,-6,1,40,2,2,5,-6,-6,2,-6,0,0,0,0,0,1,0,2,0,0,0,0,0,0
"2330","2330","23300",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2331","2331","23310",0,5,-6,2,5,38,38,-6,-6,-6,7,7,7,7,2,7,7,2,2,7,0,0,1,4,1,40,2,2,0,2,2002,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2332","2332","23320",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2333","2333","23330",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2334","2334","23340",1,2,7,1,-6,28,34,1,1,2,7,7,7,7,7,7,7,7,7,7,2,5,2,-6,1,35,1,-6,-6,-6,-6,-6,-6,7,7,7,7,2,7,7,2,7,7,7,7,2,7
"2335","2335","23350",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
